fid,BNA80,STATE80,COUNTY80,GISJOIN,GISJOIN2,NHGISST,NHGISCTY,SHAPE_AREA,SHAPE_LEN,JOIN_KEY,GEOID,STATEFP,COUNTYFP,WHITE,BLACK,TOTPOP,POC
856,,,,G17003104501,"17003104501","170","0310",325205.457152,2572.71192936,G17003104501,"17003104501","17","031",7,541,555,548
857,,,,G17003106111,"17003106111","170","0310",328769.970651,2421.44090261,G17003106111,"17003106111","17","031",1588,23,3935,2347
858,,,,G17003106113,"17003106113","170","0310",331257.773889,2427.90932649,G17003106113,"17003106113","17","031",1907,2,3142,1235
859,,,,G17003105002,"17003105002","170","0310",2169003.35545,6426.16636147,G17003105002,"17003105002","17","031",106,2255,2457,2351
860,,,,G17003108215,"17003108215","170","0310",4781602.74615,12497.6145883,G17003108215,"17003108215","17","031",2465,21,2645,180
861,,,,G17003105306,"17003105306","170","0310",1061588.66943,5265.24921248,G17003105306,"17003105306","17","031",161,4483,4840,4679
862,,,,G17003104912,"17003104912","170","0310",644771.817661,3220.16375657,G17003104912,"17003104912","17","031",46,3319,3388,3342
863,,,,G17003107506,"17003107506","170","0310",1329456.26467,5109.09237796,G17003107506,"17003107506","17","031",19,5588,5664,5645
864,,,,G17003105302,"17003105302","170","0310",1292072.06196,4825.06512907,G17003105302,"17003105302","17","031",264,8453,8881,8617
865,,,,G17003105303,"17003105303","170","0310",1293986.70689,4837.84989555,G17003105303,"17003105303","17","031",49,6290,6393,6344
866,,,,G17003105301,"17003105301","170","0310",642959.648112,3213.74302061,G17003105301,"17003105301","17","031",549,1769,3925,3376
867,,,,G17003105401,"17003105401","170","0310",9048891.82028,14111.7367729,G17003105401,"17003105401","17","031",336,12984,13539,13203
868,,,,G17003108257,"17003108257","170","0310",5049959.82634,10329.8173296,G17003108257,"17003108257","17","031",3603,35,4030,427
869,,,,G17003105502,"17003105502","170","0310",5462632.40945,12380.3053397,G17003105502,"17003105502","17","031",3267,22,3653,386
904,,,,G17003107003,"17003107003","170","0310",2609253.82404,6496.63195138,G17003107003,"17003107003","17","031",11339,0,11564,225
905,,,,G17003106808,"17003106808","170","0310",343888.909294,2470.99011949,G17003106808,"17003106808","17","031",11,2094,2129,2118
906,,,,G17003108221,"17003108221","170","0310",4086235.68371,9962.68905624,G17003108221,"17003108221","17","031",8970,7,9316,346
907,,,,G17003108227,"17003108227","170","0310",2391207.38821,6565.48932609,G17003108227,"17003108227","17","031",8769,2,8994,225
912,,,,G17003104308,"17003104308","170","0310",336010.300667,2455.32141364,G17003104308,"17003104308","17","031",133,2431,2636,2503
913,,,,G17003107404,"17003107404","170","0310",2863912.18499,8995.48049378,G17003107404,"17003107404","17","031",5156,75,5286,130
922,,,,G17003104906,"17003104906","170","0310",694972.834961,3263.96335583,G17003104906,"17003104906","17","031",12,2088,2128,2116
923,,,,G17003107305,"17003107305","170","0310",1292531.55513,4848.12969389,G17003107305,"17003107305","17","031",59,6236,6351,6292
924,,,,G17003108219,"17003108219","170","0310",1899341.52644,8198.23207676,G17003108219,"17003108219","17","031",5981,1,6094,113
926,,,,G17003104905,"17003104905","170","0310",1395503.45493,4861.04708545,G17003104905,"17003104905","17","031",19,2338,2381,2362
927,,,,G17003107204,"17003107204","170","0310",661367.184997,3234.54506191,G17003107204,"17003107204","17","031",2141,10,2186,45
934,,,,G17003103817,"17003103817","170","0310",192856.903994,2095.72015428,G17003103817,"17003103817","17","031",4,5633,5681,5677
935,,,,G17003103818,"17003103818","170","0310",319329.045721,2391.22733496,G17003103818,"17003103818","17","031",29,3036,3090,3061
939,,,,G17003104309,"17003104309","170","0310",324614.456481,2474.57297639,G17003104309,"17003104309","17","031",28,2518,2585,2557
940,,,,G17003106720,"17003106720","170","0310",970575.270924,3988.30605857,G17003106720,"17003106720","17","031",73,5495,5675,5602
941,,,,G17003106719,"17003106719","170","0310",319552.293533,2425.72304377,G17003106719,"17003106719","17","031",10,1910,1923,1913
942,,,,G17003106910,"17003106910","170","0310",652959.672534,3236.54980475,G17003106910,"17003106910","17","031",26,2950,3025,2999
943,,,,G17003106814,"17003106814","170","0310",627351.61608,3174.2542494,G17003106814,"17003106814","17","031",26,5291,5354,5328
945,,,,G17003103804,"17003103804","170","0310",323664.957871,2388.02228299,G17003103804,"17003103804","17","031",18,1756,1780,1762
946,,,,G17003105806,"17003105806","170","0310",488934.721197,3228.31182273,G17003105806,"17003105806","17","031",3174,0,3594,420
973,,,,G17003104211,"17003104211","170","0310",1482282.7387,6181.380993,G17003104211,"17003104211","17","031",32,2608,2675,2643
978,,,,G17003103304,"17003103304","170","0310",317266.47366,2401.75505119,G17003103304,"17003103304","17","031",1,49,56,55
980,,,,G17003106002,"17003106002","170","0310",109673.409914,1532.13682403,G17003106002,"17003106002","17","031",459,0,920,461
993,,,,G17003103514,"17003103514","170","0310",329490.513764,2468.08027876,G17003103514,"17003103514","17","031",2,1844,1863,1861
994,,,,G17003103513,"17003103513","170","0310",241258.526995,2348.49600261,G17003103513,"17003103513","17","031",16,1792,1827,1811
995,,,,G17003103511,"17003103511","170","0310",339405.098401,2476.9513388,G17003103511,"17003103511","17","031",9,7507,7586,7577
998,,,,G17003106004,"17003106004","170","0310",324916.102964,2417.07013939,G17003106004,"17003106004","17","031",2935,3,4004,1069
1016,,,,G17003106013,"17003106013","170","0310",39080.6513386,795.73902196,G17003106013,"17003106013","17","031",176,0,235,59
1017,,,,G17003106015,"17003106015","170","0310",413903.039622,2642.92699877,G17003106015,"17003106015","17","031",2855,8,3503,648
1021,,,,G17003103602,"17003103602","170","0310",233227.345885,2398.50033645,G17003103602,"17003103602","17","031",3,5506,5543,5540
1022,,,,G17003103505,"17003103505","170","0310",198882.894056,2123.20638067,G17003103505,"17003103505","17","031",282,113,518,236
1023,,,,G17003103506,"17003103506","170","0310",321001.000705,2410.5276556,G17003103506,"17003103506","17","031",1366,855,2702,1336
1024,,,,G17003103701,"17003103701","170","0310",452244.916296,2775.34326326,G17003103701,"17003103701","17","031",18,1507,1552,1534
1025,,,,G17003103605,"17003103605","170","0310",233856.862478,2096.35212397,G17003103605,"17003103605","17","031",2,3390,3416,3414
1026,,,,G17003103903,"17003103903","170","0310",329627.072188,2441.98223316,G17003103903,"17003103903","17","031",87,3196,3324,3237
1027,,,,G17003106108,"17003106108","170","0310",345339.883497,2579.34322689,G17003106108,"17003106108","17","031",1789,2,1939,150
1028,,,,G17003103702,"17003103702","170","0310",473944.075336,2773.71311514,G17003103702,"17003103702","17","031",17,1707,1758,1741
1029,,,,G17003103805,"17003103805","170","0310",178793.397833,2063.51909176,G17003103805,"17003103805","17","031",3,2976,3029,3026
1062,,,,G17003103801,"17003103801","170","0310",430400.549998,2695.1456847,G17003103801,"17003103801","17","031",20,3101,3151,3131
1063,,,,G17003106109,"17003106109","170","0310",658542.673625,3260.56423813,G17003106109,"17003106109","17","031",980,302,1472,492
1064,,,,G17003104002,"17003104002","170","0310",193914.838661,2109.89778426,G17003104002,"17003104002","17","031",6,5889,5958,5952
1065,,,,G17003104001,"17003104001","170","0310",654922.139241,4083.07267893,G17003104001,"17003104001","17","031",11,3213,3262,3251
1066,,,,G17003106115,"17003106115","170","0310",502731.767099,3287.61270465,G17003106115,"17003106115","17","031",1778,3,2372,594
1067,,,,G17003106301,"17003106301","170","0310",491050.50016,3246.84121197,G17003106301,"17003106301","17","031",575,5,857,282
1070,,,,G17003106007,"17003106007","170","0310",426665.913657,2750.8782447,G17003106007,"17003106007","17","031",1797,0,2223,426
1071,,,,G17003105811,"17003105811","170","0310",686428.457555,4109.14350397,G17003105811,"17003105811","17","031",618,0,688,70
1072,,,,G17003106302,"17003106302","170","0310",642244.778677,3997.79770414,G17003106302,"17003106302","17","031",1088,1,1237,149
1073,,,,G17003105202,"17003105202","170","0310",1220320.38033,6019.0224966,G17003105202,"17003105202","17","031",2464,0,3464,1000
1076,,,,G17003106101,"17003106101","170","0310",663838.739622,3273.28552138,G17003106101,"17003106101","17","031",967,75,1220,253
1078,,,,G17003106106,"17003106106","170","0310",965336.633818,4210.78482601,G17003106106,"17003106106","17","031",125,0,231,106
1079,,,,G17003103802,"17003103802","170","0310",203735.134219,2130.96101549,G17003103802,"17003103802","17","031",3,1999,2020,2017
1082,,,,G17003105805,"17003105805","170","0310",992330.128251,4047.82632035,G17003105805,"17003105805","17","031",6318,5,7107,789
1083,,,,G17003103902,"17003103902","170","0310",302806.482918,2330.81990043,G17003103902,"17003103902","17","031",14,2321,2357,2343
1084,,,,G17003103809,"17003103809","170","0310",253506.51463,2036.0602764,G17003103809,"17003103809","17","031",9,2315,2349,2340
1085,,,,G17003103807,"17003103807","170","0310",244251.570979,2033.51733851,G17003103807,"17003103807","17","031",6,2028,2070,2064
1086,,,,G17003103806,"17003103806","170","0310",81981.7786247,1173.2062831,G17003103806,"17003103806","17","031",1,3651,3694,3693
1087,,,,G17003106107,"17003106107","170","0310",323196.32725,2457.5197783,G17003106107,"17003106107","17","031",2246,22,2515,269
1089,,,,G17003103816,"17003103816","170","0310",99168.6275299,1340.49886915,G17003103816,"17003103816","17","031",2,2138,2180,2178
1090,,,,G17003103810,"17003103810","170","0310",241444.286044,2015.69068811,G17003103810,"17003103810","17","031",0,3101,3105,3105
1091,,,,G17003103808,"17003103808","170","0310",237245.190191,1993.49112262,G17003103808,"17003103808","17","031",8,2419,2453,2445
1092,,,,G17003106104,"17003106104","170","0310",160745.612134,1596.20791425,G17003106104,"17003106104","17","031",465,0,2460,1995
1095,,,,G17003105808,"17003105808","170","0310",180688.909719,1704.25352463,G17003105808,"17003105808","17","031",1106,0,1256,150
1098,,,,G17003105101,"17003105101","170","0310",2225387.36981,6495.74560813,G17003105101,"17003105101","17","031",2090,1,3673,1583
1159,,,,G17003107302,"17003107302","170","0310",1873352.02712,5998.2316452,G17003107302,"17003107302","17","031",93,12177,12349,12256
1160,,,,G17003104406,"17003104406","170","0310",657414.106996,3416.23643567,G17003104406,"17003104406","17","031",31,2020,2093,2062
1161,,,,G17003104409,"17003104409","170","0310",752686.15952,3638.57165821,G17003104409,"17003104409","17","031",37,3660,3726,3689
1162,,,,G17003107303,"17003107303","170","0310",309765.664423,3072.54589002,G17003107303,"17003107303","17","031",40,1548,1589,1549
1163,,,,G17003104903,"17003104903","170","0310",638324.279425,3111.87266903,G17003104903,"17003104903","17","031",13,2612,2645,2632
1164,,,,G17003107304,"17003107304","170","0310",1250974.6499,4734.94212938,G17003107304,"17003107304","17","031",182,4918,5166,4984
1165,,,,G17003107202,"17003107202","170","0310",1679032.86088,5540.37809854,G17003107202,"17003107202","17","031",3340,1410,4886,1546
1166,,,,G17003107306,"17003107306","170","0310",1007559.16452,4149.03656662,G17003107306,"17003107306","17","031",86,4596,4716,4630
1173,,,,G17003106902,"17003106902","170","0310",420047.064962,3154.25803631,G17003106902,"17003106902","17","031",0,372,374,374
1174,,,,G17003106901,"17003106901","170","0310",631120.43993,3224.54924357,G17003106901,"17003106901","17","031",3,2652,2673,2670
1175,,,,G17003104210,"17003104210","170","0310",274300.45254,2327.43646436,G17003104210,"17003104210","17","031",56,3098,3192,3136
1176,,,,G17003104209,"17003104209","170","0310",299604.873754,2416.98869616,G17003104209,"17003104209","17","031",26,3979,4036,4010
1177,,,,G1700310823301,"1700310823301","170","0310",5608685.85251,15632.3136032,G1700310823301,"1700310823301","17","031",10566,36,10917,351
1178,,,,G17003107402,"17003107402","170","0310",1945087.14826,6516.94679555,G17003107402,"17003107402","17","031",5981,16,6068,87
1179,,,,G17003107403,"17003107403","170","0310",1321370.09441,4862.22183318,G17003107403,"17003107403","17","031",5203,1,5237,34
1203,,,,G17003104110,"17003104110","170","0310",946560.767834,4490.39861473,G17003104110,"17003104110","17","031",2574,601,3465,891
1204,,,,G17003104201,"17003104201","170","0310",947720.62099,4668.37362208,G17003104201,"17003104201","17","031",115,910,1075,960
1205,,,,G17003104301,"17003104301","170","0310",959217.75163,4238.31198832,G17003104301,"17003104301","17","031",488,12112,12735,12247
1207,,,,G17003104606,"17003104606","170","0310",268282.993029,2317.23843067,G17003104606,"17003104606","17","031",310,324,1725,1415
1208,,,,G17003104609,"17003104609","170","0310",381030.017341,2831.93596401,G17003104609,"17003104609","17","031",270,249,2983,2713
1209,,,,G17003104602,"17003104602","170","0310",611775.92315,3394.73850389,G17003104602,"17003104602","17","031",888,10,4164,3276
1210,,,,G17003104607,"17003104607","170","0310",418530.028026,2882.68197451,G17003104607,"17003104607","17","031",422,1195,5128,4706
1211,,,,G17003104608,"17003104608","170","0310",331003.548887,2600.80444194,G17003104608,"17003104608","17","031",10,853,1265,1255
1214,,,,G17003104208,"17003104208","170","0310",346839.66986,2507.28014243,G17003104208,"17003104208","17","031",18,3513,3555,3537
1215,,,,G17003104212,"17003104212","170","0310",327021.289205,2758.49000014,G17003104212,"17003104212","17","031",11,1967,1994,1983
1216,,,,G17003106906,"17003106906","170","0310",914844.871017,3878.87863214,G17003106906,"17003106906","17","031",0,722,744,744
1217,,,,G17003106907,"17003106907","170","0310",124006.913315,2052.80795102,G17003106907,"17003106907","17","031",0,455,459,459
1218,,,,G17003106909,"17003106909","170","0310",640766.864288,3267.21148204,G17003106909,"17003106909","17","031",24,5808,5918,5894
1219,,,,G17003106908,"17003106908","170","0310",639317.131687,3288.85895765,G17003106908,"17003106908","17","031",31,3212,3269,3238
1224,,,,G17003104307,"17003104307","170","0310",188489.451813,1784.71129181,G17003104307,"17003104307","17","031",170,2550,2774,2604
1271,,,,G17003103305,"17003103305","170","0310",802416.592836,3709.41180138,G17003103305,"17003103305","17","031",54,65,196,142
1272,,,,G17003103501,"17003103501","170","0310",571457.327819,3156.47728742,G17003103501,"17003103501","17","031",1333,651,2441,1108
1299,,,,G17003103303,"17003103303","170","0310",147170.922644,1948.28182031,G17003103303,"17003103303","17","031",1,3224,3233,3232
1328,,,,G17003104610,"17003104610","170","0310",624497.849308,3819.13973864,G17003104610,"17003104610","17","031",167,786,2384,2217
1329,,,,G17003104805,"17003104805","170","0310",1364225.55325,5714.2683571,G17003104805,"17003104805","17","031",483,3017,4725,4242
1330,,,,G17003106801,"17003106801","170","0310",256819.929928,3628.14357125,G17003106801,"17003106801","17","031",14,941,957,943
1334,,,,G17003106005,"17003106005","170","0310",692960.056035,3679.02747255,G17003106005,"17003106005","17","031",1006,0,1300,294
1342,,,,G17003106003,"17003106003","170","0310",231314.469517,2068.12147709,G17003106003,"17003106003","17","031",1330,0,1810,480
1355,,,,G17003103101,"17003103101","170","0310",471128.098499,3868.90078122,G17003103101,"17003103101","17","031",80,0,411,331
1356,,,,G17003103403,"17003103403","170","0310",206588.748232,2522.55610122,G17003103403,"17003103403","17","031",674,114,1388,714
1357,,,,G17003103402,"17003103402","170","0310",768166.909052,3773.44560821,G17003103402,"17003103402","17","031",944,284,5319,4375
1358,,,,G17003106011,"17003106011","170","0310",321294.105702,2710.95584436,G17003106011,"17003106011","17","031",1141,0,1532,391
1359,,,,G17003106016,"17003106016","170","0310",262298.228438,2522.04554419,G17003106016,"17003106016","17","031",390,16,516,126
1360,,,,G17003103504,"17003103504","170","0310",203412.520511,2130.67219191,G17003103504,"17003103504","17","031",2,2739,2766,2764
1361,,,,G17003103405,"17003103405","170","0310",446570.903177,2821.28173781,G17003103405,"17003103405","17","031",1315,367,1785,470
1362,,,,G17003103404,"17003103404","170","0310",279795.591175,2339.53017768,G17003103404,"17003103404","17","031",737,101,1606,869
1363,,,,G17003103406,"17003103406","170","0310",483199.167898,2737.51127308,G17003103406,"17003103406","17","031",7,2280,2292,2285
1367,,,,G17003105205,"17003105205","170","0310",996819.943308,4925.43786559,G17003105205,"17003105205","17","031",4065,1,4263,198
1371,,,,G17003105103,"17003105103","170","0310",2993419.203,7195.97634133,G17003105103,"17003105103","17","031",160,6573,6903,6743
1372,,,,G17003105501,"17003105501","170","0310",8215192.24358,14643.0923894,G17003105501,"17003105501","17","031",7441,7,7919,478
1373,,,,G17003105102,"17003105102","170","0310",1210339.24551,5192.96317809,G17003105102,"17003105102","17","031",607,3278,4250,3643
1374,,,,G17003105206,"17003105206","170","0310",1087792.44232,4501.03383913,G17003105206,"17003105206","17","031",2385,0,2578,193
1382,,,,G17003103502,"17003103502","170","0310",337750.397422,2477.34363544,G17003103502,"17003103502","17","031",73,2931,3083,3010
1383,,,,G17003103508,"17003103508","170","0310",63341.6198942,1019.45594917,G17003103508,"17003103508","17","031",4,314,318,314
1384,,,,G17003103509,"17003103509","170","0310",49063.5088402,1074.3300457,G17003103509,"17003103509","17","031",0,105,105,105
1385,,,,G17003103503,"17003103503","170","0310",326825.038736,2412.30710504,G17003103503,"17003103503","17","031",130,1184,1366,1236
1388,,,,G17003105105,"17003105105","170","0310",1112025.68586,5211.81197721,G17003105105,"17003105105","17","031",974,649,4450,3476
1390,,,,G17003105104,"17003105104","170","0310",20634254.8901,21333.2547904,G17003105104,"17003105104","17","031",48,0,73,25
1437,,,,G18008900201,"18008900201","180","0890",1434273.89316,8374.37922701,G18008900201,"18008900201","18","089",5432,2,5615,183
1474,,,,G18008900402,"18008900402","180","0890",762618.063203,4091.56287769,G18008900402,"18008900402","18","089",3559,2,3908,349
1526,,,,G18008900202,"18008900202","180","0890",16890145.7625,29790.6444534,G18008900202,"18008900202","18","089",6825,11,7440,615
1541,,,,G18008900401,"18008900401","180","0890",3840687.72334,13277.42944,G18008900401,"18008900401","18","089",1569,3,1844,275
