GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
GIS Join Match Code,Data File Year,State/US Abbreviation,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,American Indian/Alaska Native Area Class Code,Reservation/Trust Lands Code,Block Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,Consolidated Metropolitan Statistical Area,County Name,County Code,County Subdivision Code,County Subdivision Class Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Place Class Code,Place Description Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,Congressional District (103rd) Code,Area (land),Area (Water),Area Name/PSAD Term/Part Indicator,Functional Status Code,Internal Point (latitude),Internal Point (longitude),Political/Statistical Area Description Code,Not of Hispanic origin >> White,Not of Hispanic origin >> Black,"Not of Hispanic origin >> American Indian, Eskimo, or Aleut",Not of Hispanic origin >> Asian or Pacific Islander,Not of Hispanic origin >> Other race,Hispanic origin >> White,Hispanic origin >> Black,"Hispanic origin >> American Indian, Eskimo, or Aleut",Hispanic origin >> Asian or Pacific Islander,Hispanic origin >> Other race
"G4100250","1990","OR",,,,,,,,,,,,"99","Harney","025",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0026249366","0000238702","Harney County","A","+43070633","-118970858","06",6544,2,252,39,2,151,0,7,1,62
"G4100270","1990","OR",,,,,,,,,,,,"99","Hood River","027",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0001352984","0000029036","Hood River County","A","+45522620","-121639725","06",13628,36,186,284,17,1718,10,15,21,988
"G4100290","1990","OR",,,,,,,,,,,,"99","Jackson","029",,,"9","4890",,,,"9999","4","Oregon","41",,,,"0007214094","0000042930","Jackson County","A","+42420584","-122736577","06",136957,319,1722,1386,56,3231,21,141,43,2513
"G4100310","1990","OR",,,,,,,,,,,,"99","Jefferson","031",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0004612523","0000026869","Jefferson County","A","+44632684","-121171493","06",9590,20,2551,62,5,554,4,123,0,767
"G4100330","1990","OR",,,,,,,,,,,,"99","Josephine","033",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0004246418","0000005290","Josephine County","A","+42362011","-123561043","06",59521,123,802,434,20,1243,4,72,26,404
"G4100350","1990","OR",,,,,,,,,,,,"99","Klamath","035",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0015396544","0000496181","Klamath County","A","+42684837","-121646636","06",51704,352,2202,442,18,1487,29,168,19,1281
"G4100370","1990","OR",,,,,,,,,,,,"99","Lake","037",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0021073097","0000576782","Lake County","A","+42792238","-120385895","06",6689,5,178,41,3,136,0,20,5,109
"G4100390","1990","OR",,,,,,,,,,,,"99","Lane","039",,,"9","2400",,,,"9999","4","Oregon","41",,,,"0011795250","0000434602","Lane County","A","+43948124","-122876059","06",265391,2040,3017,5419,193,4407,67,190,138,2050
"G4100410","1990","OR",,,,,,,,,,,,"99","Lincoln","041",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0002537294","0000554889","Lincoln County","A","+44642350","-123908152","06",36962,63,926,329,11,418,5,26,17,132
"G4100430","1990","OR",,,,,,,,,,,,"99","Linn","043",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0005934771","0000046320","Linn County","A","+44491682","-122526534","06",87081,171,1001,765,32,1283,11,55,34,794
"G4100450","1990","OR",,,,,,,,,,,,"99","Malheur","045",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0025609255","0000110763","Malheur County","A","+43205538","-117633581","06",19839,63,177,783,21,1404,2,47,30,3672
"G4100470","1990","OR",,,,,,,,,,,,"99","Marion","047",,,"9","7080",,,,"9999","4","Oregon","41",,,,"0003069124","0000026439","Marion County","A","+44908524","-122577765","06",201218,2039,2970,3874,157,7788,93,322,201,9821
"G4100490","1990","OR",,,,,,,,,,,,"99","Morrow","049",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0005265068","0000040997","Morrow County","A","+45421674","-119566553","06",6688,8,65,30,9,141,0,10,0,674
"G4100510","1990","OR",,,,,,,,,,,,"79","Multnomah","051",,,"9","6442",,,,"6440","4","Oregon","41",,,,"0001127338","0000078823","Multnomah County","A","+45544157","-122414021","06",497700,34415,6122,26626,634,10190,718,612,700,6170
"G4100530","1990","OR",,,,,,,,,,,,"99","Polk","053",,,"9","7080",,,,"9999","4","Oregon","41",,,,"0001919416","0000008078","Polk County","A","+44906346","-123417179","06",45145,192,704,653,45,1061,8,45,18,1670
"G4100550","1990","OR",,,,,,,,,,,,"99","Sherman","055",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0002132343","0000020711","Sherman County","A","+45408506","-120687486","06",1853,0,24,13,0,11,0,0,0,17
"G4100570","1990","OR",,,,,,,,,,,,"99","Tillamook","057",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0002854734","0000597374","Tillamook County","A","+45455937","-123758294","06",20765,38,231,154,8,236,1,8,9,120
"G4100590","1990","OR",,,,,,,,,,,,"99","Umatilla","059",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0008327696","0000041435","Umatilla County","A","+45593620","-118733709","06",51303,350,1746,503,40,1440,21,104,30,3712
"G4100610","1990","OR",,,,,,,,,,,,"99","Union","061",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0005275004","0000004451","Union County","A","+45315046","-118011272","06",22612,99,226,268,12,218,1,22,13,127
"G4100630","1990","OR",,,,,,,,,,,,"99","Wallowa","063",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0008146648","0000016463","Wallowa County","A","+45577481","-117172910","06",6738,6,31,23,0,88,0,4,2,19
"G4100650","1990","OR",,,,,,,,,,,,"99","Wasco","065",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0006167268","0000036977","Wasco County","A","+45163261","-121163151","06",19474,59,844,235,6,433,8,52,5,567
"G4100670","1990","OR",,,,,,,,,,,,"79","Washington","067",,,"9","6442",,,,"6440","4","Oregon","41",,,,"0001874636","0000006816","Washington County","A","+45555072","-123094570","06",280239,1986,1575,13190,163,6220,72,204,234,7671
"G4100690","1990","OR",,,,,,,,,,,,"99","Wheeler","069",,,"9","9999",,,,"9999","4","Oregon","41",,,,"0004441853","0000001410","Wheeler County","A","+44725726","-120023209","06",1370,1,11,2,0,12,0,0,0,0
"G4100710","1990","OR",,,,,,,,,,,,"79","Yamhill","071",,,"9","6442",,,,"6440","4","Oregon","41",,,,"0001853411","0000007269","Yamhill County","A","+45226904","-123307997","06",59538,344,756,760,24,2597,26,67,23,1416
"G4200010","1990","PA",,,,,,,,,,,,"99","Adams","001",,,"2","9280",,,,"9999","1","Pennsylvania","42",,,,"0001346937","0000003899","Adams County","A","+39869594","-077217656","06",75735,861,78,363,21,620,65,7,5,519
"G4200030","1990","PA",,,,,,,,,,,,"78","Allegheny","003",,,"2","6282",,,,"6280","1","Pennsylvania","42",,,,"0001891252","0000037595","Allegheny County","A","+40468950","-079981194","06",1163292,148599,1320,13329,1178,6160,951,132,140,1348
"G4200050","1990","PA",,,,,,,,,,,,"99","Armstrong","005",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001693783","0000027218","Armstrong County","A","+40812435","-079464222","06",72585,564,59,78,28,142,2,0,3,17
"G4200070","1990","PA",,,,,,,,,,,,"78","Beaver","007",,,"2","6282",,,,"0845","1","Pennsylvania","42",,,,"0001127334","0000022466","Beaver County","A","+40685765","-080352306","06",173870,10411,193,370,125,889,64,10,7,154
"G4200090","1990","PA",,,,,,,,,,,,"99","Bedford","009",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002627804","0000007492","Bedford County","A","+40010430","-078489624","06",47526,146,40,78,11,81,4,0,0,33
"G4200110","1990","PA",,,,,,,,,,,,"99","Berks","011",,,"2","6680",,,,"9999","1","Pennsylvania","42",,,,"0002225379","0000016734","Berks County","A","+40415567","-075927702","06",307387,9214,265,2334,149,7174,789,68,412,8731
"G4200130","1990","PA",,,,,,,,,,,,"99","Blair","013",,,"2","0280",,,,"9999","1","Pennsylvania","42",,,,"0001361910","0000003398","Blair County","A","+40470517","-078350837","06",128525,1056,115,372,43,315,17,3,8,88
"G4200150","1990","PA",,,,,,,,,,,,"99","Bradford","015",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002980424","0000026804","Bradford County","A","+41792808","-076518068","06",60253,148,114,212,22,156,1,3,2,56
"G4200170","1990","PA",,,,,,,,,,,,"77","Bucks","017",,,"2","6162",,,,"6160","1","Pennsylvania","42",,,,"0001573798","0000037562","Bucks County","A","+40337910","-075105075","06",508282,14928,530,8262,277,5958,385,36,184,2332
"G4200190","1990","PA",,,,,,,,,,,,"99","Butler","019",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002042443","0000016220","Butler County","A","+40908519","-079912075","06",149954,806,107,538,45,453,4,2,7,97
"G4200210","1990","PA",,,,,,,,,,,,"99","Cambria","021",,,"2","3680",,,,"9999","1","Pennsylvania","42",,,,"0001782145","0000013962","Cambria County","A","+40494070","-078715379","06",157800,3682,103,373,86,784,52,6,11,132
"G4200230","1990","PA",,,,,,,,,,,,"99","Cameron","023",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001028695","0000003716","Cameron County","A","+41441659","-078204884","06",5878,7,14,6,5,2,0,1,0,0
"G4200250","1990","PA",,,,,,,,,,,,"99","Carbon","025",,,"2","0240",,,,"9999","1","Pennsylvania","42",,,,"0000990844","0000016110","Carbon County","A","+40922705","-075702118","06",55991,113,44,167,22,412,6,1,9,81
"G4200270","1990","PA",,,,,,,,,,,,"99","Centre","027",,,"2","8050",,,,"9999","1","Pennsylvania","42",,,,"0002868712","0000011184","Centre County","A","+40914266","-077818493","06",115655,2726,171,3817,67,897,75,8,24,346
"G4200290","1990","PA",,,,,,,,,,,,"77","Chester","029",,,"2","6162",,,,"6160","1","Pennsylvania","42",,,,"0001958072","0000009955","Chester County","A","+39967135","-075751932","06",339637,23479,443,4011,261,5294,516,67,59,2629
"G4200310","1990","PA",,,,,,,,,,,,"99","Clarion","031",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001560438","0000016854","Clarion County","A","+41191092","-079423449","06",41107,197,63,206,10,80,3,3,4,26
"G4200330","1990","PA",,,,,,,,,,,,"99","Clearfield","033",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002971713","0000016810","Clearfield County","A","+41000315","-078474173","06",77448,175,86,176,12,161,1,1,6,31
"G4200350","1990","PA",,,,,,,,,,,,"99","Clinton","035",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002307412","0000018720","Clinton County","A","+41241450","-077636720","06",36782,143,49,116,1,75,1,0,1,14
"G4200370","1990","PA",,,,,,,,,,,,"99","Columbia","037",,,"2","7560",,,,"9999","1","Pennsylvania","42",,,,"0001257632","0000010973","Columbia County","A","+41051138","-076402903","06",62317,265,37,223,19,271,3,1,5,61
"G4200390","1990","PA",,,,,,,,,,,,"99","Crawford","039",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002623416","0000064540","Crawford County","A","+41683512","-080107629","06",84381,1058,108,272,47,234,14,4,0,51
"G4200410","1990","PA",,,,,,,,,,,,"99","Cumberland","041",,,"2","3240",,,,"9999","1","Pennsylvania","42",,,,"0001424966","0000002630","Cumberland County","A","+40169850","-077265050","06",188129,2979,235,2473,86,908,83,19,22,323
"G4200430","1990","PA",,,,,,,,,,,,"99","Dauphin","043",,,"2","3240",,,,"9999","1","Pennsylvania","42",,,,"0001360589","0000083519","Dauphin County","A","+40413168","-076786812","06",193697,34843,297,2683,269,2184,766,43,87,2944
"G4200450","1990","PA",,,,,,,,,,,,"77","Delaware","045",,,"2","6162",,,,"6160","1","Pennsylvania","42",,,,"0000477144","0000016924","Delaware County","A","+39917000","-075399299","06",470258,60688,566,9840,301,3483,706,43,162,1604
"G4200470","1990","PA",,,,,,,,,,,,"99","Elk","047",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002146297","0000009270","Elk County","A","+41418708","-078650566","06",34677,15,29,98,3,25,0,6,0,25
"G4200490","1990","PA",,,,,,,,,,,,"99","Erie","049",,,"2","2360",,,,"9999","1","Pennsylvania","42",,,,"0002077162","0001959329","Erie County","A","+42103350","-080104148","06",256177,14008,417,1374,232,1702,296,21,37,1308
"G4200510","1990","PA",,,,,,,,,,,,"78","Fayette","051",,,"2","6282",,,,"6280","1","Pennsylvania","42",,,,"0002046418","0000020389","Fayette County","A","+39921104","-079649092","06",139398,5083,134,219,65,375,33,5,0,39
"G4200530","1990","PA",,,,,,,,,,,,"99","Forest","053",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001108889","0000008494","Forest County","A","+41520744","-079236411","06",4722,43,11,3,0,9,0,0,0,14
"G4200550","1990","PA",,,,,,,,,,,,"99","Franklin","055",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001999403","0000001860","Franklin County","A","+39927135","-077723804","06",116506,2699,160,593,59,566,72,16,26,385
"G4200570","1990","PA",,,,,,,,,,,,"99","Fulton","057",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001133372","0000001201","Fulton County","A","+39920382","-078109002","06",13642,124,22,17,1,27,1,0,0,3
"G4200590","1990","PA",,,,,,,,,,,,"99","Greene","059",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001491601","0000005386","Greene County","A","+39855311","-080222408","06",38789,365,68,107,12,159,12,1,5,32
"G4200610","1990","PA",,,,,,,,,,,,"99","Huntingdon","061",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002267202","0000038664","Huntingdon County","A","+40414326","-077978030","06",41874,1951,48,79,17,120,31,5,4,35
"G4200630","1990","PA",,,,,,,,,,,,"99","Indiana","063",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002148476","0000012486","Indiana County","A","+40651719","-079086996","06",87768,1168,88,567,33,265,7,4,7,87
"G4200650","1990","PA",,,,,,,,,,,,"99","Jefferson","065",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001697765","0000003634","Jefferson County","A","+41127291","-078999777","06",45815,49,46,70,5,76,0,3,0,19
"G4200670","1990","PA",,,,,,,,,,,,"99","Juniata","067",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001014316","0000005126","Juniata County","A","+40530678","-077401666","06",20487,26,17,41,5,42,1,1,0,5
"G4200690","1990","PA",,,,,,,,,,,,"99","Lackawanna","069",,,"2","7560",,,,"9999","1","Pennsylvania","42",,,,"0001188272","0000014974","Lackawanna County","A","+41440400","-075610116","06",214817,1537,158,1325,113,817,35,5,39,193
"G4200710","1990","PA",,,,,,,,,,,,"99","Lancaster","071",,,"2","4000",,,,"9999","1","Pennsylvania","42",,,,"0002458245","0000090056","Lancaster County","A","+40042000","-076250026","06",392898,9147,441,4533,164,4917,891,43,119,9669
"G4200730","1990","PA",,,,,,,,,,,,"99","Lawrence","073",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0000933663","0000005921","Lawrence County","A","+40991788","-080334616","06",92645,2894,54,257,39,251,21,7,17,61
"G4200750","1990","PA",,,,,,,,,,,,"99","Lebanon","075",,,"2","3240",,,,"9999","1","Pennsylvania","42",,,,"0000937093","0000002061","Lebanon County","A","+40367234","-076457436","06",109486,615,88,874,15,1418,91,5,43,1109
"G4200770","1990","PA",,,,,,,,,,,,"99","Lehigh","077",,,"2","0240",,,,"9999","1","Pennsylvania","42",,,,"0000897878","0000004298","Lehigh County","A","+40614472","-075589956","06",265946,6107,251,3573,252,5728,669,69,88,8447
"G4200790","1990","PA",,,,,,,,,,,,"99","Luzerne","079",,,"2","7560",,,,"9999","1","Pennsylvania","42",,,,"0002307567","0000041926","Luzerne County","A","+41176500","-075991033","06",320571,3795,210,1465,85,1335,163,14,23,488
"G4200810","1990","PA",,,,,,,,,,,,"99","Lycoming","081",,,"2","9140",,,,"9999","1","Pennsylvania","42",,,,"0003198465","0000023085","Lycoming County","A","+41346464","-077060074","06",114593,2779,211,454,32,447,37,8,15,134
"G4200830","1990","PA",,,,,,,,,,,,"99","McKean","083",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002542393","0000006741","Mc Kean County","A","+41800645","-078566323","06",45888,460,106,150,16,259,60,5,11,176
"G4200850","1990","PA",,,,,,,,,,,,"99","Mercer","085",,,"2","7610",,,,"9999","1","Pennsylvania","42",,,,"0001740125","0000027860","Mercer County","A","+41305415","-080252937","06",114086,5858,108,381,64,393,24,7,12,70
"G4200870","1990","PA",,,,,,,,,,,,"99","Mifflin","087",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001063748","0000007113","Mifflin County","A","+40608715","-077617844","06",45840,97,31,96,1,99,11,0,2,20
"G4200890","1990","PA",,,,,,,,,,,,"99","Monroe","089",,,"2","7560",,,,"9999","1","Pennsylvania","42",,,,"0001572978","0000022554","Monroe County","A","+41056916","-075336173","06",91171,1662,109,647,68,1595,65,21,19,352
"G4200910","1990","PA",,,,,,,,,,,,"77","Montgomery","091",,,"2","6162",,,,"6160","1","Pennsylvania","42",,,,"0001251341","0000011213","Montgomery County","A","+40209368","-075370456","06",614659,38303,657,15815,320,5428,821,95,180,1833
"G4200930","1990","PA",,,,,,,,,,,,"99","Montour","093",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0000338657","0000004010","Montour County","A","+41025235","-076662181","06",17397,76,5,136,5,75,0,2,2,37
"G4200950","1990","PA",,,,,,,,,,,,"99","Northampton","095",,,"2","0240",,,,"9999","1","Pennsylvania","42",,,,"0000968277","0000009219","Northampton County","A","+40752690","-075307559","06",227521,4968,187,2638,200,5264,301,22,71,5933
"G4200970","1990","PA",,,,,,,,,,,,"99","Northumberland","097",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001191219","0000045246","Northumberland County","A","+40850183","-076708228","06",95659,311,74,170,25,338,15,5,10,164
"G4200990","1990","PA",,,,,,,,,,,,"99","Perry","099",,,"2","3240",,,,"9999","1","Pennsylvania","42",,,,"0001433733","0000005820","Perry County","A","+40397773","-077266435","06",40758,95,49,69,7,158,0,1,0,35
"G4201010","1990","PA",,,,,,,,,,,,"77","Philadelphia","101",,,"2","6162",,,,"6160","1","Pennsylvania","42",,,,"0000349985","0000019543","Philadelphia County","B","+40006817","-075134678","06",825839,623510,3144,42156,1735,22747,8426,310,1366,56344
"G4201030","1990","PA",,,,,,,,,,,,"99","Pike","103",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001416901","0000050726","Pike County","A","+41329641","-075033703","06",26890,246,45,129,5,530,10,3,4,104
"G4201050","1990","PA",,,,,,,,,,,,"99","Potter","105",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002800376","0000000620","Potter County","A","+41743791","-077899596","06",16573,20,25,27,0,56,0,4,4,8
"G4201070","1990","PA",,,,,,,,,,,,"99","Schuylkill","107",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002016590","0000010432","Schuylkill County","A","+40704630","-076214305","06",150486,805,103,491,23,501,37,8,5,126
"G4201090","1990","PA",,,,,,,,,,,,"99","Snyder","109",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0000857877","0000002463","Snyder County","A","+40770942","-077076050","06",36260,143,30,93,6,87,3,0,2,56
"G4201110","1990","PA",,,,,,,,,,,,"99","Somerset","111",,,"2","3680",,,,"9999","1","Pennsylvania","42",,,,"0002783608","0000016845","Somerset County","A","+39973876","-079033390","06",77701,101,41,138,6,174,1,2,5,49
"G4201130","1990","PA",,,,,,,,,,,,"99","Sullivan","113",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001165447","0000006201","Sullivan County","A","+41446935","-076505484","06",5985,56,29,9,0,16,3,1,0,5
"G4201150","1990","PA",,,,,,,,,,,,"99","Susquehanna","115",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002131582","0000024434","Susquehanna County","A","+41822731","-075800266","06",39961,79,83,87,8,125,0,0,0,37
"G4201170","1990","PA",,,,,,,,,,,,"99","Tioga","117",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002936471","0000009269","Tioga County","A","+41773775","-077253772","06",40553,212,106,105,11,95,15,2,1,26
"G4201190","1990","PA",,,,,,,,,,,,"99","Union","119",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0000820396","0000001011","Union County","A","+40961867","-077064657","06",34376,858,64,230,10,408,114,12,9,95
"G4201210","1990","PA",,,,,,,,,,,,"99","Venango","121",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001748537","0000020638","Venango County","A","+41402128","-079762997","06",58488,484,52,135,21,148,13,3,3,34
"G4201230","1990","PA",,,,,,,,,,,,"99","Warren","123",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0002288184","0000037203","Warren County","A","+41814825","-079272278","06",44687,53,71,110,13,95,0,3,1,17
"G4201250","1990","PA",,,,,,,,,,,,"78","Washington","125",,,"2","6282",,,,"6280","1","Pennsylvania","42",,,,"0002219998","0000009988","Washington County","A","+40188779","-080247841","06",195820,6754,189,519,116,990,32,12,24,128
"G4201270","1990","PA",,,,,,,,,,,,"99","Wayne","127",,,"2","9999",,,,"9999","1","Pennsylvania","42",,,,"0001889049","0000054977","Wayne County","A","+41650179","-075306389","06",39153,276,42,94,8,317,6,1,3,44
"G4201290","1990","PA",,,,,,,,,,,,"78","Westmoreland","129",,,"2","6282",,,,"6280","1","Pennsylvania","42",,,,"0002648463","0000035962","Westmoreland County","A","+40309275","-079465439","06",360067,6848,252,1549,246,1036,82,10,17,214
"G4201310","1990","PA",,,,,,,,,,,,"99","Wyoming","131",,,"2","7560",,,,"9999","1","Pennsylvania","42",,,,"0001028816","0000019672","Wyoming County","A","+41520492","-076019577","06",27691,133,25,81,11,107,2,0,0,26
"G4201330","1990","PA",,,,,,,,,,,,"99","York","133",,,"2","9280",,,,"9999","1","Pennsylvania","42",,,,"0002342993","0000014780","York County","A","+39922000","-076727053","06",321249,10558,388,2053,161,2090,427,28,50,2570
"G4400010","1990","RI",,,,,,,,,,,,"80","Bristol","001",,,"1","6482",,,,"6480","1","Rhode Island","44",,,,"0000063923","0000051867","Bristol County","N","+41704547","-071283797","06",47640,178,38,295,36,610,8,1,2,51
"G4400030","1990","RI",,,,,,,,,,,,"##","Kent","003",,,"1","####",,,,"####","1","Rhode Island","44",,,,"0000440489","0000046444","Kent County","N","+41673235","-071578076","06",156759,1010,279,1262,88,1363,40,17,27,290
"G4400050","1990","RI",,,,,,,,,,,,"##","Newport","005",,,"1","####",,,,"####","1","Rhode Island","44",,,,"0000269495","0000542847","Newport County","N","+41506879","-071266755","06",80700,3272,332,1005,173,1138,124,20,56,374
"G4400070","1990","RI",,,,,,,,,,,,"80","Providence","007",,,"1","6482",,,,"####","1","Rhode Island","44",,,,"0001070421","0000058418","Providence County","N","+41866859","-071580073","06",505558,28793,1998,13602,5750,17395,4378,362,631,17803
"G4400090","1990","RI",,,,,,,,,,,,"##","Washington","009",,,"1","####",,,,"####","1","Rhode Island","44",,,,"0000862192","0000595717","Washington County","N","+41381169","-071613906","06",105452,1030,982,1420,60,760,28,42,25,207
"G4500010","1990","SC",,,,,,,,,,,,"99","Abbeville","001",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001315848","0000007906","Abbeville County","A","+34227273","-082453021","06",16195,7499,17,50,3,49,30,0,3,16
"G4500030","1990","SC",,,,,,,,,,,,"99","Aiken","003",,,"5","0600",,,,"9999","3","South Carolina","45",,,,"0002779271","0000019309","Aiken County","A","+33546053","-081638521","06",90130,29176,213,528,26,554,65,5,17,226
"G4500050","1990","SC",,,,,,,,,,,,"99","Allendale","005",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001057322","0000011284","Allendale County","A","+32990877","-081354905","06",3598,7939,11,7,6,44,29,0,0,88
"G4500070","1990","SC",,,,,,,,,,,,"99","Anderson","007",,,"5","0405",,,,"9999","3","South Carolina","45",,,,"0001859733","0000102127","Anderson County","A","+34520050","-082638192","06",120013,24097,163,334,30,371,54,10,6,118
"G4500090","1990","SC",,,,,,,,,,,,"99","Bamberg","009",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001018583","0000005745","Bamberg County","A","+33218686","-081050881","06",6428,10356,22,20,1,44,15,0,0,16
"G4500110","1990","SC",,,,,,,,,,,,"99","Barnwell","011",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001420609","0000022767","Barnwell County","A","+33263886","-081437239","06",11421,8677,31,17,1,89,16,1,0,40
"G4500130","1990","SC",,,,,,,,,,,,"99","Beaufort","013",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001520394","0000870174","Beaufort County","A","+32353242","-080693583","06",58842,24415,233,731,36,1001,167,18,82,900
"G4500150","1990","SC",,,,,,,,,,,,"99","Berkeley","015",,,"5","1440",,,,"9999","3","South Carolina","45",,,,"0002847827","0000335869","Berkeley County","A","+33195151","-079950279","06",92460,30909,374,2391,43,1440,202,17,246,694
"G4500170","1990","SC",,,,,,,,,,,,"99","Calhoun","017",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0000985032","0000031192","Calhoun County","A","+33674718","-080780909","06",6134,6565,12,3,0,18,10,0,6,5
"G4500190","1990","SC",,,,,,,,,,,,"99","Charleston","019",,,"5","1440",,,,"9999","3","South Carolina","45",,,,"0002376119","0001138863","Charleston County","A","+32820344","-079896313","06",185343,102522,644,2534,123,2210,466,29,156,1012
"G4500210","1990","SC",,,,,,,,,,,,"99","Cherokee","021",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001017110","0000011894","Cherokee County","A","+35048282","-081622753","06",34873,9120,63,186,5,108,51,2,7,91
"G4500230","1990","SC",,,,,,,,,,,,"99","Chester","023",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001503662","0000014579","Chester County","A","+34691839","-081158515","06",19154,12830,71,35,0,24,22,0,1,33
"G4500250","1990","SC",,,,,,,,,,,,"99","Chesterfield","025",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0002068834","0000018289","Chesterfield County","A","+34637952","-080158797","06",25505,12814,63,28,7,44,88,2,3,23
"G4500270","1990","SC",,,,,,,,,,,,"99","Clarendon","027",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001572775","0000229107","Clarendon County","A","+33664767","-080217656","06",12223,16021,31,27,4,44,57,0,1,42
"G4500290","1990","SC",,,,,,,,,,,,"99","Colleton","029",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0002736264","0000199036","Colleton County","A","+32844497","-080652023","06",18603,15395,165,35,3,68,74,0,3,31
"G4500310","1990","SC",,,,,,,,,,,,"99","Darlington","031",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001455745","0000014220","Darlington County","A","+34331851","-079955347","06",36794,24707,71,65,3,94,66,0,1,50
"G4500330","1990","SC",,,,,,,,,,,,"99","Dillon","033",,,"5","9999",,,,"9999","3","South Carolina","45",,,,"0001048653","0000004326","Dillon County","A","+34390473","-079376200","06",15844,12705,423,65,1,33,30,3,0,10
